0,-0.0519,100.7142,0.1370,0.1444,0.8630,0.8556,103.9378433227539
1,-0.0490,97.2331,0.1259,0.1259,0.8741,0.8741,100.31626892089844
2,-0.0427,93.0659,0.1222,0.1222,0.8778,0.8778,96.0256118774414
3,-0.0256,87.7920,0.1111,0.1000,0.8889,0.9000,90.63896942138672
4,-0.0078,81.2578,0.1074,0.0889,0.8926,0.9111,84.02228546142578
5,0.0088,72.9732,0.1074,0.0815,0.8926,0.9185,75.69277954101562
6,0.0270,62.9421,0.1000,0.0852,0.9000,0.9148,65.65927124023438
7,0.0404,51.0540,0.1111,0.0852,0.8889,0.9148,53.8203010559082
8,0.0632,38.7721,0.1148,0.1074,0.8852,0.8926,41.61126708984375
9,-0.0228,27.5729,0.1370,0.1222,0.8630,0.8778,30.603614807128906
10,-0.0771,19.0871,0.1333,0.1296,0.8667,0.8704,22.261066436767578
11,-0.2741,13.0807,0.0963,0.1185,0.9037,0.8815,16.518657684326172
12,-0.2602,9.0966,0.1259,0.1407,0.8741,0.8593,12.567015647888184
13,-0.1792,6.5057,0.1630,0.1259,0.8370,0.8741,9.925960540771484
14,-0.3778,4.9366,0.1148,0.1519,0.8852,0.8481,8.574394226074219
15,-0.3910,3.9946,0.1148,0.1444,0.8852,0.8556,7.657095909118652
16,-0.4166,3.4584,0.0889,0.1370,0.9111,0.8630,7.15302848815918
17,-0.3886,3.1387,0.1111,0.1296,0.8889,0.8704,6.809211730957031
18,-0.5588,2.9365,0.1407,0.1519,0.8593,0.8481,6.779544353485107
19,-0.4618,2.7907,0.1333,0.1593,0.8667,0.8407,6.538499355316162
20,-0.4542,2.6832,0.1296,0.1556,0.8704,0.8444,6.424673557281494
21,-0.4677,2.5847,0.1185,0.1667,0.8815,0.8333,6.340874195098877
22,-0.3203,2.4995,0.1370,0.2074,0.8630,0.7926,6.109156608581543
23,-0.3132,2.4245,0.1556,0.1778,0.8444,0.8222,6.027990341186523
24,-0.4394,2.3546,0.1222,0.1963,0.8778,0.8037,6.0850372314453125
25,-0.2250,2.2917,0.1741,0.1815,0.8259,0.8185,5.808490753173828
26,-0.4410,2.2329,0.1519,0.2111,0.8481,0.7889,5.966330528259277
27,-0.4480,2.1772,0.1296,0.1778,0.8704,0.8222,5.918246269226074
28,-0.5150,2.1230,0.1444,0.2037,0.8556,0.7963,5.9316887855529785
29,-0.2562,2.0710,0.1407,0.2222,0.8593,0.7778,5.621445655822754
30,-0.1701,2.0258,0.1593,0.1667,0.8407,0.8333,5.490775108337402
31,-0.2338,1.9790,0.1481,0.1778,0.8519,0.8222,5.508199214935303
32,-0.1765,1.9350,0.1481,0.1889,0.8519,0.8111,5.407315254211426
33,-0.1828,1.8932,0.1704,0.2444,0.8296,0.7556,5.372341632843018
34,-0.3444,1.8559,0.1148,0.2444,0.8852,0.7556,5.497035026550293
35,-0.2086,1.8179,0.1556,0.2259,0.8444,0.7741,5.323707580566406
36,-0.1349,1.7809,0.1667,0.2519,0.8333,0.7481,5.213445663452148
37,-0.2802,1.7484,0.1370,0.2444,0.8630,0.7556,5.3266167640686035
38,-0.1074,1.7182,0.1963,0.2333,0.8037,0.7667,5.123947620391846
39,-0.2362,1.6876,0.1333,0.2704,0.8667,0.7296,5.222537040710449
40,-0.2305,1.6587,0.1741,0.2111,0.8259,0.7889,5.188290596008301
41,-0.2933,1.6312,0.1296,0.2259,0.8704,0.7741,5.223968505859375
42,-0.2113,1.6046,0.1593,0.2333,0.8407,0.7667,5.115656852722168
43,-0.3072,1.5802,0.1259,0.2630,0.8741,0.7370,5.187455177307129
44,-0.1924,1.5563,0.1667,0.2556,0.8333,0.7444,5.049074172973633
45,-0.1892,1.5321,0.1593,0.2963,0.8407,0.7037,5.02188777923584
46,-0.2370,1.5108,0.1556,0.2370,0.8444,0.7630,5.048633575439453
47,-0.1987,1.4902,0.1407,0.2741,0.8593,0.7259,4.9900007247924805
48,-0.0769,1.4694,0.1778,0.2111,0.8222,0.7889,4.847616195678711
49,-0.1798,1.4499,0.1593,0.2963,0.8407,0.7037,4.931241035461426
50,-0.0917,1.4326,0.1926,0.2444,0.8074,0.7556,4.8260955810546875
51,-0.1795,1.4164,0.1704,0.2778,0.8296,0.7222,4.897833824157715
52,-0.1792,1.4001,0.1444,0.2963,0.8556,0.7037,4.881442546844482
53,-0.0379,1.3840,0.1519,0.3111,0.8481,0.6889,4.724171161651611
54,-0.1323,1.3679,0.1630,0.3000,0.8370,0.7000,4.802694320678711
55,-0.0807,1.3505,0.1593,0.2741,0.8407,0.7259,4.733931541442871
56,-0.2223,1.3381,0.1852,0.2778,0.8148,0.7222,4.863201141357422
57,-0.2178,1.3237,0.1556,0.2667,0.8444,0.7333,4.844549179077148
58,-0.2681,1.3092,0.1667,0.2778,0.8333,0.7222,4.880538463592529
59,-0.0999,1.2967,0.1741,0.2704,0.8259,0.7296,4.699915885925293
60,-0.2439,1.2848,0.1481,0.2333,0.8519,0.7667,4.83217716217041
61,-0.1530,1.2705,0.1741,0.3148,0.8259,0.6852,4.727088451385498
62,-0.0519,1.2602,0.2074,0.2815,0.7926,0.7185,4.61584997177124
63,-0.1125,1.2486,0.1852,0.3370,0.8148,0.6630,4.66495943069458
64,-0.1446,1.2368,0.1889,0.3222,0.8111,0.6778,4.685414791107178
65,-0.3132,1.2267,0.1630,0.3037,0.8370,0.6963,4.843960285186768
66,-0.0640,1.2147,0.1556,0.3519,0.8444,0.6481,4.582964897155762
67,-0.2844,1.2042,0.1000,0.3333,0.9000,0.6667,4.79301643371582
68,-0.2580,1.1948,0.1037,0.3333,0.8963,0.6667,4.757341384887695
69,-0.1045,1.1867,0.1593,0.3296,0.8407,0.6704,4.595760345458984
70,-0.1651,1.1774,0.1741,0.3259,0.8259,0.6741,4.647186279296875
71,-0.1065,1.1688,0.1741,0.2519,0.8259,0.7481,4.580163955688477
72,0.0259,1.1606,0.2222,0.3333,0.7778,0.6667,4.439561367034912
73,-0.1515,1.1531,0.1741,0.3259,0.8259,0.6741,4.609621047973633
74,-0.0778,1.1443,0.1630,0.2926,0.8370,0.7074,4.527195930480957
75,-0.0413,1.1362,0.1704,0.3148,0.8296,0.6852,4.482715606689453
76,-0.1349,1.1286,0.1370,0.3074,0.8630,0.6926,4.568760871887207
77,0.0028,1.1203,0.1630,0.3296,0.8370,0.6704,4.422879219055176
78,-0.1183,1.1142,0.1630,0.3148,0.8370,0.6852,4.537969589233398
79,-0.2674,1.1069,0.1296,0.3111,0.8704,0.6889,4.679808616638184
80,0.0032,1.1014,0.1778,0.2926,0.8222,0.7074,4.403759002685547
81,-0.0030,1.0950,0.1815,0.3519,0.8185,0.6481,4.403635025024414
82,-0.0967,1.0868,0.1852,0.3333,0.8148,0.6667,4.489304542541504
83,-0.1896,1.0812,0.1556,0.3259,0.8444,0.6741,4.576565742492676
84,-0.1841,1.0743,0.1444,0.3667,0.8556,0.6333,4.5642924308776855
85,0.0018,1.0689,0.2037,0.2852,0.7963,0.7148,4.373093605041504
86,-0.0427,1.0629,0.1963,0.3852,0.8037,0.6148,4.411679744720459
