0,-0.1261,208.4624,0.0943,0.0936,0.9057,0.9064
1,-0.0799,203.4625,0.0917,0.0923,0.9083,0.9077
2,-0.0464,197.7797,0.0943,0.0950,0.9057,0.9050
3,-0.0128,190.5369,0.0969,0.0969,0.9031,0.9031
4,0.0267,181.2349,0.1074,0.1048,0.8926,0.8952
5,0.0660,168.5885,0.1185,0.1153,0.8815,0.8847
6,0.1019,151.8567,0.1310,0.1382,0.8690,0.8618
7,0.1320,129.6008,0.1493,0.1526,0.8507,0.8474
8,0.1604,102.8463,0.1755,0.1755,0.8245,0.8245
9,0.1278,74.5052,0.1650,0.1945,0.8350,0.8055
10,-0.0381,52.0279,0.1519,0.1880,0.8481,0.8120
11,-0.1723,37.1472,0.1572,0.1853,0.8428,0.8147
12,-0.2380,27.8411,0.1539,0.1860,0.8461,0.8140
13,-0.3237,21.7265,0.1434,0.1938,0.8566,0.8062
14,-0.3834,17.6938,0.1598,0.2024,0.8402,0.7976
15,-0.4437,14.7718,0.1303,0.1952,0.8697,0.8048
16,-0.4037,12.5706,0.1532,0.2200,0.8468,0.7800
17,-0.3608,10.7699,0.1500,0.2056,0.8500,0.7944
18,-0.4487,9.3167,0.1460,0.2213,0.8540,0.7787
19,-0.4379,8.1013,0.1434,0.2220,0.8566,0.7780
20,-0.4784,7.1533,0.1428,0.2259,0.8572,0.7741
21,-0.3191,6.3965,0.1742,0.2410,0.8258,0.7590
22,-0.4005,5.8345,0.1572,0.2502,0.8428,0.7498
23,-0.3652,5.4073,0.1690,0.2449,0.8310,0.7551
24,-0.3405,5.1062,0.1670,0.2502,0.8330,0.7498
25,-0.3402,4.8663,0.1631,0.2626,0.8369,0.7374
26,-0.3485,4.6835,0.1480,0.2561,0.8520,0.7439
27,-0.2859,4.5214,0.1618,0.2685,0.8382,0.7315
28,-0.2834,4.3774,0.1565,0.3032,0.8435,0.6968
29,-0.3567,4.2481,0.1487,0.2718,0.8513,0.7282
