0,-0.1121,104.3243,0.0963,0.0815,0.9037,0.9185,3.434070587158203,1.0000000116860974e-07
1,0.0428,104.3329,0.1333,0.1296,0.8667,0.8704,3.279174327850342,1.0000000116860974e-07
2,0.1813,104.3811,0.2519,0.2593,0.7481,0.7407,3.1406118869781494,1.0000000116860974e-07
3,0.3123,104.5655,0.3259,0.3333,0.6741,0.6667,3.009606122970581,1.0000000116860974e-07
4,0.4411,104.8424,0.4074,0.4037,0.5926,0.5963,2.88080096244812,1.0000000116860974e-07
5,0.5701,105.1503,0.4593,0.4630,0.5407,0.5370,2.751863479614258,1.0000000116860974e-07
6,0.7005,105.5654,0.5185,0.5148,0.4815,0.4852,2.6214599609375,1.0000000116860974e-07
7,0.8299,106.0385,0.5593,0.5630,0.4407,0.4370,2.492081642150879,1.0000000116860974e-07
8,0.9577,106.5946,0.5926,0.5963,0.4074,0.4037,2.364198684692383,1.0000000116860974e-07
9,1.0853,107.3119,0.6370,0.6296,0.3630,0.3704,2.2366726398468018,1.0000000116860974e-07
10,1.2032,108.0376,0.6741,0.6741,0.3259,0.3259,2.118772029876709,1.0000000116860974e-07
11,1.3190,108.8342,0.6778,0.6852,0.3222,0.3148,2.0029311180114746,1.0000000116860974e-07
12,1.4243,109.6964,0.6926,0.6926,0.3074,0.3074,1.8976845741271973,1.0000000116860974e-07
13,1.5233,110.5206,0.7074,0.7000,0.2926,0.3000,1.798669457435608,1.0000000116860974e-07
14,1.6117,111.5081,0.7296,0.7259,0.2704,0.2741,1.7102285623550415,1.0000000116860974e-07
15,1.6970,112.4804,0.7444,0.7481,0.2556,0.2519,1.6249252557754517,1.0000000116860974e-07
16,1.7706,113.5168,0.7630,0.7556,0.2370,0.2444,1.5512970685958862,1.0000000116860974e-07
17,1.8387,114.7031,0.7667,0.7667,0.2333,0.2333,1.483211874961853,1.0000000116860974e-07
18,1.9001,115.8155,0.7741,0.7667,0.2259,0.2333,1.421831488609314,1.0000000116860974e-07
19,1.9550,117.0370,0.7852,0.7852,0.2148,0.2148,1.3669480085372925,1.0000000116860974e-07
