0,0.1925,103.2603,0.2852,0.2815,0.7148,0.7185,3.1294190883636475
1,0.3204,103.3551,0.3370,0.3370,0.6630,0.6630,3.001556873321533
2,0.4471,103.4111,0.4185,0.4148,0.5815,0.5852,2.8748178482055664
3,0.5710,103.5330,0.4815,0.4778,0.5185,0.5222,2.7508931159973145
4,0.7013,103.7956,0.5333,0.5370,0.4667,0.4630,2.620624303817749
5,0.8322,104.0847,0.5741,0.5778,0.4259,0.4222,2.4896907806396484
6,0.9636,104.3815,0.6111,0.6111,0.3889,0.3889,2.3583734035491943
7,1.0956,104.7213,0.6222,0.6222,0.3778,0.3778,2.22633957862854
8,1.2272,105.2141,0.6444,0.6519,0.3556,0.3481,2.094731330871582
9,1.3551,105.7114,0.6852,0.6815,0.3148,0.3185,1.9668638706207275
10,1.4801,106.3259,0.7259,0.7259,0.2741,0.2741,1.8418110609054565
11,1.5918,106.8714,0.7630,0.7593,0.2370,0.2407,1.7301084995269775
12,1.6977,107.5380,0.7889,0.7889,0.2111,0.2111,1.6242073774337769
13,1.7918,108.3101,0.8037,0.8111,0.1963,0.1889,1.5301320552825928
14,1.8745,109.1862,0.8148,0.8185,0.1852,0.1815,1.4474018812179565
15,1.9507,110.0931,0.8222,0.8185,0.1778,0.1815,1.3712255954742432
16,2.0125,111.0357,0.8296,0.8333,0.1704,0.1667,1.3094420433044434
17,2.0799,111.9541,0.8370,0.8370,0.1630,0.1630,1.2420127391815186
18,2.1332,112.8296,0.8370,0.8370,0.1630,0.1630,1.1887688636779785
19,2.1787,113.9468,0.8370,0.8370,0.1630,0.1630,1.1432771682739258
20,2.2210,114.9219,0.8407,0.8407,0.1593,0.1593,1.100975513458252
21,2.2568,115.9507,0.8444,0.8444,0.1556,0.1556,1.065154790878296
22,2.2955,117.1298,0.8444,0.8444,0.1556,0.1556,1.0264776945114136
23,2.3262,118.1310,0.8519,0.8519,0.1481,0.1481,0.9957444667816162
24,2.3539,119.1245,0.8556,0.8556,0.1444,0.1444,0.9680187702178955
25,2.3798,120.1077,0.8519,0.8556,0.1481,0.1444,0.942135214805603
26,2.4041,121.0759,0.8556,0.8556,0.1444,0.1444,0.9178302884101868
27,2.4278,121.8634,0.8519,0.8556,0.1481,0.1444,0.8941634893417358
28,2.4479,122.8245,0.8519,0.8481,0.1481,0.1519,0.8740175366401672
29,2.4663,123.6522,0.8519,0.8556,0.1481,0.1444,0.8556228876113892
30,2.4856,124.4221,0.8593,0.8519,0.1407,0.1481,0.8363003730773926
31,2.4968,125.1824,0.8519,0.8556,0.1481,0.1444,0.8251177072525024
32,2.5121,126.1303,0.8593,0.8593,0.1407,0.1407,0.8098688125610352
33,2.5242,126.9289,0.8593,0.8593,0.1407,0.1407,0.797738790512085
34,2.5377,127.7736,0.8593,0.8556,0.1407,0.1444,0.7841976284980774
35,2.5472,128.6378,0.8556,0.8556,0.1444,0.1444,0.77467942237854
36,2.5612,129.5126,0.8667,0.8593,0.1333,0.1407,0.7606936097145081
37,2.5692,130.2977,0.8667,0.8593,0.1333,0.1407,0.7527064681053162
38,2.5829,131.1180,0.8667,0.8630,0.1333,0.1370,0.7390353083610535
39,2.5901,131.6770,0.8667,0.8667,0.1333,0.1333,0.7318367958068848
40,2.5965,132.4382,0.8630,0.8593,0.1370,0.1407,0.7254350185394287
41,2.6044,133.1721,0.8593,0.8630,0.1407,0.1370,0.717539370059967
42,2.6117,133.8371,0.8667,0.8667,0.1333,0.1333,0.7102466821670532
43,2.6140,134.4689,0.8630,0.8630,0.1370,0.1370,0.7079094648361206
44,2.6215,135.0266,0.8667,0.8704,0.1333,0.1296,0.700398862361908
45,2.6317,135.5538,0.8741,0.8704,0.1259,0.1296,0.6902356743812561
46,2.6403,136.1443,0.8704,0.8704,0.1296,0.1296,0.6816392540931702
47,2.6396,136.7693,0.8704,0.8704,0.1296,0.1296,0.6823760271072388
48,2.6448,137.2350,0.8704,0.8704,0.1296,0.1296,0.6771297454833984
49,2.6516,137.7516,0.8704,0.8704,0.1296,0.1296,0.670284628868103
50,2.6535,138.3666,0.8704,0.8704,0.1296,0.1296,0.6683891415596008
51,2.6575,138.9768,0.8741,0.8741,0.1259,0.1259,0.6643950939178467
52,2.6662,139.6192,0.8741,0.8741,0.1259,0.1259,0.6557258367538452
53,2.6686,140.2596,0.8741,0.8778,0.1259,0.1222,0.6533425450325012
54,2.6718,140.7052,0.8741,0.8741,0.1259,0.1259,0.650123119354248
55,2.6781,141.2977,0.8778,0.8778,0.1222,0.1222,0.6438184976577759
56,2.6758,141.7890,0.8778,0.8778,0.1222,0.1222,0.6461560726165771
57,2.6802,142.2502,0.8778,0.8778,0.1222,0.1222,0.6417181491851807
58,2.6866,142.6930,0.8778,0.8778,0.1222,0.1222,0.6353525519371033
59,2.6876,143.0826,0.8778,0.8778,0.1222,0.1222,0.6343305706977844
60,2.6943,143.6763,0.8778,0.8778,0.1222,0.1222,0.627614438533783
61,2.6971,144.2516,0.8741,0.8778,0.1259,0.1222,0.6248645782470703
62,2.6947,144.6884,0.8778,0.8778,0.1222,0.1222,0.6271993517875671
63,2.6985,145.2020,0.8778,0.8778,0.1222,0.1222,0.6234038472175598
64,2.7032,145.6073,0.8778,0.8778,0.1222,0.1222,0.6186993718147278
65,2.7053,146.0666,0.8778,0.8778,0.1222,0.1222,0.6165898442268372
66,2.7091,146.5735,0.8778,0.8778,0.1222,0.1222,0.6127868890762329
67,2.7122,147.0639,0.8778,0.8778,0.1222,0.1222,0.609754741191864
68,2.7130,147.5544,0.8778,0.8778,0.1222,0.1222,0.6089379191398621
69,2.7146,148.0331,0.8778,0.8778,0.1222,0.1222,0.6073378324508667
70,2.7159,148.4863,0.8778,0.8778,0.1222,0.1222,0.6060616970062256
71,2.7186,148.7292,0.8778,0.8778,0.1222,0.1222,0.6033411622047424
72,2.7210,149.0643,0.8778,0.8778,0.1222,0.1222,0.6009075045585632
73,2.7179,149.4798,0.8778,0.8778,0.1222,0.1222,0.6040343046188354
