0,0.1927,103.2600,0.2778,0.2852,0.7222,0.7148,3.1292102336883545
1,0.3188,103.2769,0.3370,0.3370,0.6630,0.6630,3.003082513809204
2,0.4455,103.3787,0.4148,0.4111,0.5852,0.5889,2.8764429092407227
3,0.5710,103.5565,0.4778,0.4815,0.5222,0.5185,2.750910997390747
4,0.7013,103.7298,0.5296,0.5333,0.4704,0.4667,2.6206166744232178
5,0.8284,103.9737,0.5741,0.5778,0.4259,0.4222,2.4934866428375244
6,0.9637,104.1800,0.6111,0.6111,0.3889,0.3889,2.358271598815918
7,1.0957,104.5592,0.6259,0.6259,0.3741,0.3741,2.226208209991455
8,1.2255,105.0531,0.6519,0.6556,0.3481,0.3444,2.096402406692505
9,1.3540,105.5926,0.6741,0.6815,0.3259,0.3185,1.9679549932479858
10,1.4776,106.2049,0.7259,0.7222,0.2741,0.2778,1.8443711996078491
11,1.5914,106.7575,0.7704,0.7667,0.2296,0.2333,1.7305207252502441
12,1.6958,107.3498,0.7741,0.7778,0.2259,0.2222,1.62614905834198
13,1.7892,107.9542,0.8037,0.8037,0.1963,0.1963,1.532717227935791
14,1.8743,108.8096,0.8111,0.8148,0.1889,0.1852,1.4476182460784912
15,1.9496,109.7212,0.8259,0.8222,0.1741,0.1778,1.3722968101501465
16,2.0220,110.6749,0.8370,0.8296,0.1630,0.1704,1.2999610900878906
17,2.0827,111.6531,0.8370,0.8370,0.1630,0.1630,1.2392125129699707
18,2.1308,112.6828,0.8296,0.8333,0.1704,0.1667,1.1911261081695557
19,2.1825,113.5027,0.8407,0.8407,0.1593,0.1593,1.1393826007843018
20,2.2248,114.3729,0.8407,0.8444,0.1593,0.1556,1.0971120595932007
21,2.2639,115.3715,0.8407,0.8407,0.1593,0.1593,1.0580326318740845
22,2.2953,116.2703,0.8481,0.8444,0.1519,0.1556,1.0266250371932983
23,2.3311,117.0734,0.8519,0.8556,0.1481,0.1444,0.9908062219619751
24,2.3577,118.1850,0.8519,0.8556,0.1481,0.1444,0.9642672538757324
25,2.3844,119.2016,0.8519,0.8519,0.1481,0.1481,0.9375765919685364
26,2.4061,120.1519,0.8556,0.8556,0.1444,0.1444,0.915795624256134
27,2.4276,121.2527,0.8556,0.8556,0.1444,0.1444,0.8943126797676086
28,2.4489,122.2775,0.8519,0.8556,0.1481,0.1444,0.8730466365814209
29,2.4657,123.2911,0.8519,0.8519,0.1481,0.1481,0.8562284111976624
30,2.4805,124.1526,0.8556,0.8556,0.1444,0.1444,0.8414226770401001
31,2.4986,124.8949,0.8630,0.8630,0.1370,0.1370,0.8232892155647278
32,2.5142,125.8852,0.8593,0.8556,0.1407,0.1444,0.8077506422996521
33,2.5272,126.7506,0.8593,0.8593,0.1407,0.1407,0.7947679162025452
34,2.5389,127.6749,0.8593,0.8593,0.1407,0.1407,0.7829950451850891
35,2.5504,128.4977,0.8593,0.8556,0.1407,0.1444,0.7715742588043213
36,2.5636,129.1908,0.8630,0.8593,0.1370,0.1407,0.758329451084137
37,2.5744,129.9089,0.8630,0.8593,0.1370,0.1407,0.7475221753120422
38,2.5816,130.7539,0.8593,0.8593,0.1407,0.1407,0.7403116822242737
39,2.5909,131.5294,0.8630,0.8593,0.1370,0.1407,0.7310683131217957
40,2.5978,132.3550,0.8630,0.8667,0.1370,0.1333,0.7241475582122803
41,2.6058,133.1013,0.8630,0.8630,0.1370,0.1370,0.7161531448364258
42,2.6154,133.6820,0.8704,0.8704,0.1296,0.1296,0.706575334072113
43,2.6195,134.3514,0.8667,0.8667,0.1333,0.1333,0.7023881077766418
44,2.6241,135.1486,0.8704,0.8667,0.1296,0.1333,0.6977825164794922
