beta, IZY, IZX, acc, avg_acc, err, avg_err
1.E-0,-0.18587314128875732,1.099305510520935,0.15663392156362532,0.2850163733959198,0.8433660784363747,0.7149836266040802
1.E-1,2.0707436704635622,8.54924201965332,0.7638113975524903,0.9221087157726288,0.23618860244750978,0.07789128422737121
1.E-2,2.8946466064453125,33.16366958618164,0.9442436099052429,0.9656057691574097,0.05575639009475708,0.03439423084259033
1.E-3,3.010334320068359,67.77948760986328,0.9620170199871063,0.9637459170818329,0.03798298001289368,0.03625408291816711
1.E-4,3.0393428564071656,111.83871459960938,0.9605631768703461,0.9605238819122315,0.03943682312965393,0.039476118087768554
1.E-5,3.0480218839645388,142.99862670898438,0.9638376045227051,0.96344468832016,0.03616239547729492,0.03655531167984009
1.E-6,3.03979905128479,184.8346405029297,0.9588212037086487,0.9587164235115051,0.04117879629135132,0.04128357648849487
1.E-7,3.0243802738189696,149.0968017578125,0.9572625982761384,0.9572625982761384,0.042737401723861694,0.042737401723861694
1.E-8,3.037707266807556,153.6293182373047,0.9590700566768646,0.9593843972682953,0.040929943323135376,0.04061560273170471
1.E-9,3.0009227418899536,147.59226989746094,0.9598690056800843,0.9596070551872253,0.04013099431991577,0.04039294481277466
1.E-10,3.000541958808899,164.18057250976562,0.9549312388896942,0.9548133611679077,0.045068761110305784,0.045186638832092285
1.E-11,3.038509211540222,160.7879638671875,0.9612442457675934,0.9605893695354462,0.03875575423240662,0.039410630464553835
1.E-12,2.9620598268508913,190.13589477539062,0.948264582157135,0.9479240298271179,0.05173541784286499,0.05207597017288208
