beta, IZY, IZX, acc, avg_acc, err, avg_err
1.E-0,0.16679079532623292,0.6320081949234009,0.232010478079319,0.5475049126148224,0.767989521920681,0.45249508738517763
1.E-1,2.4946338033676145,7.985560417175293,0.8752324783802032,0.9768827736377717,0.12476752161979675,0.023117226362228394
1.E-2,3.0842706966400146,27.51955795288086,0.9777341246604919,0.9896005082130432,0.022265875339508058,0.010399491786956786
1.E-3,3.219344553947449,66.82315826416016,0.9893778479099273,0.9915520453453064,0.010622152090072633,0.008447954654693604
1.E-4,3.219905524253845,118.64478302001953,0.9886443865299225,0.989246872663498,0.011355613470077514,0.010753127336502076
1.E-5,3.2391794967651366,159.8020782470703,0.9889718246459961,0.9893778479099273,0.011028175354003905,0.010622152090072633
1.E-6,3.2329750204086305,203.82376098632812,0.9924819922447204,0.9924819922447204,0.007518007755279541,0.007518007755279541
1.E-7,3.2238735914230348,186.92950439453125,0.9883824360370635,0.9882514607906342,0.011617563962936402,0.011748539209365845
1.E-8,3.2413760137557985,218.22244262695312,0.9960445475578308,0.9960707426071167,0.003955452442169189,0.003929257392883301
1.E-9,3.2376534795761107,201.9447479248047,0.9908447706699371,0.9908316731452942,0.009155229330062867,0.00916832685470581
1.E-10,3.2381243991851805,199.78468322753906,0.9895219206809998,0.9895219206809998,0.010478079319000244,0.010478079319000244
1.E-11,3.2391130113601685,205.03909301757812,0.9925998795032501,0.9927963614463806,0.007400120496749878,0.007203638553619385
1.E-12,3.2320236587524414,199.9691925048828,0.9953896713256836,0.9954158663749695,0.004610328674316406,0.004584133625030518
