0,0.0521,104.3901,0.1815,0.1815,0.8185,0.8185,4.313772201538086,0.009999999776482582
1,0.1043,103.7645,0.2037,0.2037,0.7963,0.7963,4.255250930786133,0.009999999776482582
2,0.1525,103.2506,0.2185,0.2111,0.7815,0.7889,4.20194673538208,0.009999999776482582
3,0.1976,102.7178,0.2407,0.2333,0.7593,0.7667,4.1514892578125,0.009999999776482582
4,0.2447,102.2646,0.2630,0.2741,0.7370,0.7259,4.099912643432617,0.009999999776482582
5,0.2915,101.7708,0.2963,0.3000,0.7037,0.7000,4.048099994659424,0.009999999776482582
6,0.3415,101.3186,0.3296,0.3259,0.6704,0.6741,3.993626832962036,0.009999999776482582
7,0.3912,100.8203,0.3741,0.3704,0.6259,0.6296,3.938910961151123,0.009999999776482582
8,0.4439,100.2876,0.4037,0.4037,0.5963,0.5963,3.8808536529541016,0.009999999776482582
9,0.4983,99.7263,0.4185,0.4222,0.5815,0.5778,3.8209166526794434,0.009999999776482582
10,0.5569,99.0870,0.4444,0.4444,0.5556,0.5556,3.755878448486328,0.009999999776482582
11,0.6177,98.4130,0.4704,0.4741,0.5296,0.5259,3.6884076595306396,0.009999999776482582
12,0.6794,97.7072,0.4889,0.5037,0.5111,0.4963,3.6196467876434326,0.009999999776482582
13,0.7425,96.9055,0.5259,0.5259,0.4741,0.4741,3.5485126972198486,0.009999999776482582
14,0.8027,95.9970,0.5407,0.5444,0.4593,0.4556,3.479189872741699,0.009999999776482582
15,0.8648,94.9636,0.5556,0.5481,0.4444,0.4519,3.406809091567993,0.009999999776482582
16,0.9245,93.8450,0.5704,0.5741,0.4296,0.4259,3.33583402633667,0.009999999776482582
17,0.9856,92.5907,0.5963,0.5889,0.4037,0.4111,3.2622714042663574,0.009999999776482582
18,1.0431,91.2725,0.6185,0.6074,0.3815,0.3926,3.1915037631988525,0.009999999776482582
19,1.0995,89.8037,0.6222,0.6296,0.3778,0.3704,3.1204824447631836,0.009999999776482582
20,1.1571,88.2575,0.6481,0.6444,0.3519,0.3556,3.0474298000335693,0.009999999776482582
21,1.2090,86.5633,0.6593,0.6630,0.3407,0.3370,2.9785218238830566,0.009999999776482582
22,1.2605,84.8141,0.6704,0.6778,0.3296,0.3222,2.909557819366455,0.009999999776482582
23,1.3174,82.9432,0.6815,0.6815,0.3185,0.3185,2.8339154720306396,0.009999999776482582
24,1.3586,80.9601,0.6667,0.6852,0.3333,0.3148,2.772885799407959,0.009999999776482582
25,1.4121,78.8488,0.7074,0.6889,0.2926,0.3111,2.698357105255127,0.009999999776482582
26,1.4518,76.6824,0.7222,0.7037,0.2778,0.2963,2.6369788646698,0.009999999776482582
27,1.5046,74.4224,0.7407,0.7296,0.2593,0.2704,2.5615322589874268,0.009999999776482582
28,1.5492,72.1112,0.7556,0.7481,0.2444,0.2519,2.4938278198242188,0.009999999776482582
29,1.5895,69.7581,0.7407,0.7407,0.2593,0.2593,2.43002986907959,0.009999999776482582
30,1.6259,67.5004,0.7593,0.7667,0.2407,0.2333,2.3710336685180664,0.009999999776482582
31,1.6604,65.2171,0.7630,0.7815,0.2370,0.2185,2.3136889934539795,0.009999999776482582
32,1.7082,62.9478,0.7741,0.7778,0.2259,0.2222,2.243180513381958,0.009999999776482582
33,1.7400,60.6680,0.7593,0.7741,0.2407,0.2259,2.188626527786255,0.009999999776482582
34,1.7672,58.5437,0.7667,0.7815,0.2333,0.2185,2.140183687210083,0.009999999776482582
35,1.7724,56.3815,0.7444,0.7889,0.2556,0.2111,2.1133735179901123,0.009999999776482582
36,1.8029,54.5375,0.7778,0.7778,0.2222,0.2222,2.064394950866699,0.009999999776482582
37,1.8359,52.5842,0.7667,0.7963,0.2333,0.2037,2.011833906173706,0.009999999776482582
38,1.8742,50.8426,0.7889,0.8037,0.2111,0.1963,1.9561245441436768,0.009999999776482582
39,1.8783,49.4474,0.7704,0.8148,0.2296,0.1852,1.938062071800232,0.009999999776482582
40,1.9172,47.8313,0.7852,0.8111,0.2148,0.1889,1.883004903793335,0.009999999776482582
41,1.9255,46.5566,0.7889,0.8185,0.2111,0.1815,1.8619438409805298,0.009999999776482582
42,1.9189,45.1047,0.7556,0.8222,0.2444,0.1778,1.8541147708892822,0.009999999776482582
43,1.9370,43.7838,0.7778,0.8407,0.2222,0.1593,1.8228123188018799,0.009999999776482582
44,2.0004,42.5627,0.7889,0.8333,0.2111,0.1667,1.7471835613250732,0.009999999776482582
45,2.0226,41.5405,0.8000,0.8370,0.2000,0.1630,1.7147423028945923,0.009999999776482582
46,1.9989,40.6552,0.7704,0.8481,0.2296,0.1519,1.7296286821365356,0.009999999776482582
47,2.0296,39.7356,0.7704,0.8333,0.2296,0.1667,1.6896474361419678,0.009999999776482582
48,1.9793,38.9006,0.7815,0.8370,0.2185,0.1630,1.7316069602966309,0.009999999776482582
49,2.0742,38.0052,0.7963,0.8370,0.2037,0.1630,1.6277505159378052,0.009999999776482582
50,2.0347,37.2414,0.7889,0.8444,0.2111,0.1556,1.6596200466156006,0.009999999776482582
51,2.0576,36.8438,0.8074,0.8444,0.1926,0.1556,1.6327944993972778,0.009999999776482582
52,2.0888,36.2652,0.8111,0.8481,0.1889,0.1519,1.5957581996917725,0.009999999776482582
53,2.1522,35.8713,0.8037,0.8444,0.1963,0.1556,1.5284450054168701,0.009999999776482582
54,2.0612,35.3135,0.7667,0.8407,0.2333,0.1593,1.613886833190918,0.009999999776482582
