0,0.0178,109.4851,0.1593,0.1556,0.8407,0.8444,3.30407977104187,1.000000013351432e-10
1,0.1484,109.2633,0.2222,0.2148,0.7778,0.7852,3.1735494136810303,1.000000013351432e-10
2,0.2732,109.1931,0.3148,0.3111,0.6852,0.6889,3.0487165451049805,1.000000013351432e-10
3,0.4013,109.2872,0.4037,0.4037,0.5963,0.5963,2.920595645904541,1.000000013351432e-10
4,0.5303,109.5341,0.4630,0.4593,0.5370,0.5407,2.7916324138641357,1.000000013351432e-10
5,0.6641,109.8614,0.5185,0.5185,0.4815,0.4815,2.6578619480133057,1.000000013351432e-10
6,0.7976,110.3201,0.5741,0.5704,0.4259,0.4296,2.524301528930664,1.000000013351432e-10
7,0.9311,110.9978,0.6259,0.6296,0.3741,0.3704,2.3908262252807617,1.000000013351432e-10
8,1.0564,111.6103,0.6444,0.6481,0.3556,0.3519,2.2655208110809326,1.000000013351432e-10
9,1.1807,112.3498,0.6593,0.6593,0.3407,0.3407,2.141209363937378,1.000000013351432e-10
10,1.2970,113.1683,0.6852,0.6815,0.3148,0.3185,2.0249321460723877,1.000000013351432e-10
11,1.4110,114.1156,0.6889,0.6889,0.3111,0.3111,1.9109611511230469,1.000000013351432e-10
12,1.5176,115.0512,0.6963,0.7000,0.3037,0.3000,1.8042834997177124,1.000000013351432e-10
13,1.6175,116.0186,0.7259,0.7259,0.2741,0.2741,1.704395055770874,1.000000013351432e-10
14,1.7066,117.0710,0.7444,0.7333,0.2556,0.2667,1.6153093576431274,1.000000013351432e-10
15,1.7914,118.2293,0.7481,0.7556,0.2519,0.2444,1.5305681228637695,1.000000013351432e-10
16,1.8662,119.2778,0.7667,0.7667,0.2333,0.2333,1.4557029008865356,1.000000013351432e-10
17,1.9338,120.4300,0.7630,0.7630,0.2370,0.2370,1.388117790222168,1.000000013351432e-10
18,1.9897,121.7112,0.7704,0.7704,0.2296,0.2296,1.3321967124938965,1.000000013351432e-10
19,2.0489,122.8921,0.7815,0.7778,0.2185,0.2222,1.27302885055542,1.000000013351432e-10
20,2.1014,123.9553,0.7889,0.7889,0.2111,0.2111,1.2205089330673218,1.000000013351432e-10
21,2.1427,125.0536,0.7926,0.7889,0.2074,0.2111,1.179198145866394,1.000000013351432e-10
22,2.1867,126.1794,0.7926,0.7889,0.2074,0.2111,1.135209083557129,1.000000013351432e-10
